DateTime,month,year,hour,Minutes,Seconds,Defect_Rate
2024-08-29 00:49:15.400,8,2024,0,49.0,15.4,0.08
2024-08-29 00:49:16.500,8,2024,0,49.0,16.5,0.12
2024-08-29 00:49:17.200,8,2024,0,49.0,17.2,0.09
2024-08-29 00:49:18.200,8,2024,0,49.0,18.2,0.13
2024-08-29 00:49:19.100,8,2024,0,49.0,19.1,0.11
2024-08-29 00:49:20.000,8,2024,0,49.0,20.0,0.13
2024-08-29 00:49:20.900,8,2024,0,49.0,20.9,0.07
2024-08-29 00:49:22.000,8,2024,0,49.0,22.0,0.07
2024-08-29 00:49:22.700,8,2024,0,49.0,22.7,0.15
2024-08-29 00:49:23.600,8,2024,0,49.0,23.6,0.09
2024-08-29 00:49:24.500,8,2024,0,49.0,24.5,0.13
2024-08-29 00:49:25.700,8,2024,0,49.0,25.7,0.12
2024-08-29 00:49:26.300,8,2024,0,49.0,26.3,0.09
2024-08-29 00:49:27.300,8,2024,0,49.0,27.3,0.12
2024-08-29 00:49:28.200,8,2024,0,49.0,28.2,0.07
2024-08-29 00:49:29.100,8,2024,0,49.0,29.1,0.13
2024-08-29 00:49:30.000,8,2024,0,49.0,30.0,0.05
2024-08-29 00:49:30.900,8,2024,0,49.0,30.9,0.1
2024-08-29 00:49:31.800,8,2024,0,49.0,31.8,0.12
2024-08-29 00:49:32.700,8,2024,0,49.0,32.7,0.12
2024-08-29 00:49:33.600,8,2024,0,49.0,33.6,0.07
2024-08-29 00:49:34.600,8,2024,0,49.0,34.6,0.11
2024-08-29 00:49:35.500,8,2024,0,49.0,35.5,0.12
2024-08-29 00:49:36.400,8,2024,0,49.0,36.4,0.15
2024-08-29 00:49:37.300,8,2024,0,49.0,37.3,0.05
2024-08-29 00:49:38.200,8,2024,0,49.0,38.2,0.07
2024-08-29 00:49:39.100,8,2024,0,49.0,39.1,0.13
2024-08-29 00:49:40.000,8,2024,0,49.0,40.0,0.06
2024-08-29 00:49:40.900,8,2024,0,49.0,40.9,0.1
2024-08-29 00:49:41.800,8,2024,0,49.0,41.8,0.05
2024-08-29 00:49:42.800,8,2024,0,49.0,42.8,0.1
2024-08-29 00:49:43.800,8,2024,0,49.0,43.8,0.13
2024-08-29 00:49:44.600,8,2024,0,49.0,44.6,0.06
2024-08-29 00:49:45.500,8,2024,0,49.0,45.5,0.07
2024-08-29 00:49:46.400,8,2024,0,49.0,46.4,0.15
2024-08-29 00:49:47.300,8,2024,0,49.0,47.3,0.1
2024-08-29 00:49:48.200,8,2024,0,49.0,48.2,0.1
2024-08-29 00:49:49.100,8,2024,0,49.0,49.1,0.09
2024-08-29 00:49:50.100,8,2024,0,49.0,50.1,0.05
2024-08-29 00:49:51.000,8,2024,0,49.0,51.0,0.08
2024-08-29 00:49:51.900,8,2024,0,49.0,51.9,0.12
2024-08-29 00:49:52.900,8,2024,0,49.0,52.9,0.05
2024-08-29 00:49:53.700,8,2024,0,49.0,53.7,0.08
2024-08-29 00:49:54.600,8,2024,0,49.0,54.6,0.11
2024-08-29 00:49:55.500,8,2024,0,49.0,55.5,0.11
2024-08-29 00:49:56.400,8,2024,0,49.0,56.4,0.07
2024-08-29 00:49:57.500,8,2024,0,49.0,57.5,0.14
2024-08-29 00:49:58.300,8,2024,0,49.0,58.3,0.09
2024-08-29 00:49:59.100,8,2024,0,49.0,59.1,0.14
2024-08-29 00:50:00.100,8,2024,0,50.0,0.1,0.08
2024-08-29 00:50:01.000,8,2024,0,50.0,1.0,0.06
2024-08-29 00:50:01.900,8,2024,0,50.0,1.9,0.15
2024-08-29 00:50:02.800,8,2024,0,50.0,2.8,0.1
2024-08-29 00:50:03.700,8,2024,0,50.0,3.7,0.08
2024-08-29 00:50:04.700,8,2024,0,50.0,4.7,0.09
2024-08-29 00:50:05.600,8,2024,0,50.0,5.6,0.13
2024-08-29 00:50:06.500,8,2024,0,50.0,6.5,0.07
2024-08-29 00:50:07.400,8,2024,0,50.0,7.4,0.12
2024-08-29 00:50:08.300,8,2024,0,50.0,8.3,0.07
2024-08-29 00:50:09.200,8,2024,0,50.0,9.2,0.12
2024-08-29 00:50:10.100,8,2024,0,50.0,10.1,0.15
2024-08-29 00:50:11.000,8,2024,0,50.0,11.0,0.08
2024-08-29 00:50:11.900,8,2024,0,50.0,11.9,0.1
2024-08-29 00:50:12.800,8,2024,0,50.0,12.8,0.05
2024-08-29 00:50:13.700,8,2024,0,50.0,13.7,0.12
2024-08-29 00:50:14.700,8,2024,0,50.0,14.7,0.09
2024-08-29 00:50:15.600,8,2024,0,50.0,15.6,0.1
2024-08-29 00:50:16.500,8,2024,0,50.0,16.5,0.14
2024-08-29 00:50:17.400,8,2024,0,50.0,17.4,0.06
2024-08-29 00:50:18.300,8,2024,0,50.0,18.3,0.15
2024-08-29 00:50:19.200,8,2024,0,50.0,19.2,0.06
2024-08-29 00:50:20.200,8,2024,0,50.0,20.2,0.12
2024-08-29 00:50:21.000,8,2024,0,50.0,21.0,0.15
2024-08-29 00:50:21.900,8,2024,0,50.0,21.9,0.05
2024-08-29 00:50:22.900,8,2024,0,50.0,22.9,0.09
2024-08-29 00:50:23.800,8,2024,0,50.0,23.8,0.15
2024-08-29 00:50:24.700,8,2024,0,50.0,24.7,0.07
2024-08-29 00:50:25.600,8,2024,0,50.0,25.6,0.11
2024-08-29 00:50:26.500,8,2024,0,50.0,26.5,0.06
2024-08-29 00:50:27.400,8,2024,0,50.0,27.4,0.05
2024-08-29 00:50:28.300,8,2024,0,50.0,28.3,0.08
2024-08-29 00:50:29.200,8,2024,0,50.0,29.2,0.1
2024-08-29 00:50:30.200,8,2024,0,50.0,30.2,0.09
2024-08-29 00:50:31.100,8,2024,0,50.0,31.1,0.08
2024-08-29 00:50:32.000,8,2024,0,50.0,32.0,0.14
2024-08-29 00:50:32.900,8,2024,0,50.0,32.9,0.07
2024-08-29 00:50:33.800,8,2024,0,50.0,33.8,0.08
2024-08-29 00:50:34.700,8,2024,0,50.0,34.7,0.06
2024-08-29 00:50:35.600,8,2024,0,50.0,35.6,0.05
2024-08-29 00:50:36.500,8,2024,0,50.0,36.5,0.08
2024-08-29 00:50:37.400,8,2024,0,50.0,37.4,0.05
2024-08-29 00:50:38.300,8,2024,0,50.0,38.3,0.08
2024-08-29 00:50:39.300,8,2024,0,50.0,39.3,0.11
2024-08-29 00:50:40.200,8,2024,0,50.0,40.2,0.09
2024-08-29 00:50:41.100,8,2024,0,50.0,41.1,0.09
2024-08-29 00:50:42.000,8,2024,0,50.0,42.0,0.11
2024-08-29 00:50:42.900,8,2024,0,50.0,42.9,0.13
2024-08-29 00:50:43.800,8,2024,0,50.0,43.8,0.09
2024-08-29 00:50:44.800,8,2024,0,50.0,44.8,0.08
2024-08-29 00:50:45.600,8,2024,0,50.0,45.6,0.1
2024-08-29 00:50:46.600,8,2024,0,50.0,46.6,0.07
2024-08-29 00:50:47.500,8,2024,0,50.0,47.5,0.1
2024-08-29 00:50:48.400,8,2024,0,50.0,48.4,0.15
2024-08-29 00:50:49.300,8,2024,0,50.0,49.3,0.07
2024-08-29 00:50:50.200,8,2024,0,50.0,50.2,0.06
2024-08-29 00:50:51.100,8,2024,0,50.0,51.1,0.15
2024-08-29 00:50:52.000,8,2024,0,50.0,52.0,0.12
2024-08-29 00:50:53.000,8,2024,0,50.0,53.0,0.13
2024-08-29 00:50:53.900,8,2024,0,50.0,53.9,0.06
2024-08-29 00:50:54.800,8,2024,0,50.0,54.8,0.05
2024-08-29 00:50:55.700,8,2024,0,50.0,55.7,0.14
2024-08-29 00:50:56.600,8,2024,0,50.0,56.6,0.14
2024-08-29 00:50:57.500,8,2024,0,50.0,57.5,0.13
2024-08-29 00:50:58.400,8,2024,0,50.0,58.4,0.15
2024-08-29 00:50:59.300,8,2024,0,50.0,59.3,0.09
2024-08-29 00:51:00.200,8,2024,0,51.0,0.2,0.09
2024-08-29 00:51:01.100,8,2024,0,51.0,1.1,0.15
2024-08-29 00:51:02.000,8,2024,0,51.0,2.0,0.07
2024-08-29 00:51:03.000,8,2024,0,51.0,3.0,0.08
2024-08-29 00:51:03.900,8,2024,0,51.0,3.9,0.11
2024-08-29 00:51:04.800,8,2024,0,51.0,4.8,0.12
2024-08-29 00:51:05.700,8,2024,0,51.0,5.7,0.05
2024-08-29 00:51:06.600,8,2024,0,51.0,6.6,0.09
2024-08-29 00:51:07.600,8,2024,0,51.0,7.6,0.14
2024-08-29 00:51:08.400,8,2024,0,51.0,8.4,0.13
2024-08-29 00:51:09.600,8,2024,0,51.0,9.6,0.11
2024-08-29 00:51:10.300,8,2024,0,51.0,10.3,0.13
2024-08-29 00:51:11.200,8,2024,0,51.0,11.2,0.11
2024-08-29 00:51:12.100,8,2024,0,51.0,12.1,0.06
2024-08-29 00:51:13.000,8,2024,0,51.0,13.0,0.05
2024-08-29 00:51:13.900,8,2024,0,51.0,13.9,0.11
2024-08-29 00:51:14.800,8,2024,0,51.0,14.8,0.13
2024-08-29 00:51:15.700,8,2024,0,51.0,15.7,0.08
2024-08-29 00:51:16.700,8,2024,0,51.0,16.7,0.08
2024-08-29 00:51:17.500,8,2024,0,51.0,17.5,0.14
2024-08-29 00:51:18.500,8,2024,0,51.0,18.5,0.12
2024-08-29 00:51:19.600,8,2024,0,51.0,19.6,0.09
2024-08-29 00:51:20.300,8,2024,0,51.0,20.3,0.08
2024-08-29 00:51:21.200,8,2024,0,51.0,21.2,0.06
2024-08-29 00:51:22.100,8,2024,0,51.0,22.1,0.09
2024-08-29 00:51:23.000,8,2024,0,51.0,23.0,0.1
2024-08-29 00:51:23.900,8,2024,0,51.0,23.9,0.09
2024-08-29 00:51:24.800,8,2024,0,51.0,24.8,0.07
2024-08-29 00:51:25.700,8,2024,0,51.0,25.7,0.09
2024-08-29 00:51:26.700,8,2024,0,51.0,26.7,0.1
2024-08-29 00:51:27.600,8,2024,0,51.0,27.6,0.15
2024-08-29 00:51:28.500,8,2024,0,51.0,28.5,0.06
2024-08-29 00:51:29.400,8,2024,0,51.0,29.4,0.15
2024-08-29 00:51:30.300,8,2024,0,51.0,30.3,0.05
2024-08-29 00:51:31.200,8,2024,0,51.0,31.2,0.1
2024-08-29 00:51:32.100,8,2024,0,51.0,32.1,0.14
2024-08-29 00:51:33.000,8,2024,0,51.0,33.0,0.05
2024-08-29 00:51:34.000,8,2024,0,51.0,34.0,0.13
2024-08-29 00:51:34.900,8,2024,0,51.0,34.9,0.08
2024-08-29 00:51:35.800,8,2024,0,51.0,35.8,0.07
2024-08-29 00:51:36.700,8,2024,0,51.0,36.7,0.1
2024-08-29 00:51:37.600,8,2024,0,51.0,37.6,0.15
2024-08-29 00:51:38.500,8,2024,0,51.0,38.5,0.08
2024-08-29 00:51:39.400,8,2024,0,51.0,39.4,0.14
2024-08-29 00:51:40.300,8,2024,0,51.0,40.3,0.07
2024-08-29 00:51:41.200,8,2024,0,51.0,41.2,0.13
2024-08-29 00:51:42.100,8,2024,0,51.0,42.1,0.11
2024-08-29 00:51:43.000,8,2024,0,51.0,43.0,0.06
2024-08-29 00:51:44.000,8,2024,0,51.0,44.0,0.12
2024-08-29 00:51:44.900,8,2024,0,51.0,44.9,0.12
2024-08-29 00:51:45.800,8,2024,0,51.0,45.8,0.06
2024-08-29 00:51:46.700,8,2024,0,51.0,46.7,0.08
2024-08-29 00:51:47.600,8,2024,0,51.0,47.6,0.11
2024-08-29 00:51:48.500,8,2024,0,51.0,48.5,0.15
2024-08-29 00:51:49.500,8,2024,0,51.0,49.5,0.14
2024-08-29 00:51:50.300,8,2024,0,51.0,50.3,0.14
2024-08-29 00:51:51.300,8,2024,0,51.0,51.3,0.15
2024-08-29 00:51:52.200,8,2024,0,51.0,52.2,0.12
2024-08-29 00:51:53.100,8,2024,0,51.0,53.1,0.08
2024-08-29 00:51:54.000,8,2024,0,51.0,54.0,0.15
2024-08-29 00:51:54.900,8,2024,0,51.0,54.9,0.15
2024-08-29 00:51:55.800,8,2024,0,51.0,55.8,0.09
2024-08-29 00:51:56.800,8,2024,0,51.0,56.8,0.06
2024-08-29 00:51:57.700,8,2024,0,51.0,57.7,0.12
2024-08-29 00:51:58.600,8,2024,0,51.0,58.6,0.1
2024-08-29 00:51:59.500,8,2024,0,51.0,59.5,0.12
2024-08-29 00:52:00.500,8,2024,0,52.0,0.5,0.13
2024-08-29 00:52:01.300,8,2024,0,52.0,1.3,0.13
2024-08-29 00:52:02.300,8,2024,0,52.0,2.3,0.05
2024-08-29 00:52:03.100,8,2024,0,52.0,3.1,0.13
2024-08-29 00:52:04.000,8,2024,0,52.0,4.0,0.1
2024-08-29 00:52:04.900,8,2024,0,52.0,4.9,0.15
2024-08-29 00:52:05.800,8,2024,0,52.0,5.8,0.13
2024-08-29 00:52:06.800,8,2024,0,52.0,6.8,0.08
2024-08-29 00:52:07.700,8,2024,0,52.0,7.7,0.07
2024-08-29 00:52:08.600,8,2024,0,52.0,8.6,0.13
2024-08-29 00:52:09.500,8,2024,0,52.0,9.5,0.14
2024-08-29 00:52:10.400,8,2024,0,52.0,10.4,0.09
2024-08-29 00:52:11.300,8,2024,0,52.0,11.3,0.15
2024-08-29 00:52:12.200,8,2024,0,52.0,12.2,0.15
2024-08-29 00:52:13.100,8,2024,0,52.0,13.1,0.13
2024-08-29 00:52:14.200,8,2024,0,52.0,14.2,0.12
2024-08-29 00:52:15.000,8,2024,0,52.0,15.0,0.07
2024-08-29 00:52:15.900,8,2024,0,52.0,15.9,0.07
2024-08-29 00:52:16.800,8,2024,0,52.0,16.8,0.09
2024-08-29 00:52:17.700,8,2024,0,52.0,17.7,0.1
2024-08-29 00:52:18.600,8,2024,0,52.0,18.6,0.08
2024-08-29 00:52:19.500,8,2024,0,52.0,19.5,0.14
2024-08-29 00:52:20.400,8,2024,0,52.0,20.4,0.12
2024-08-29 00:52:21.300,8,2024,0,52.0,21.3,0.08
2024-08-29 00:52:22.300,8,2024,0,52.0,22.3,0.13
2024-08-29 00:52:23.200,8,2024,0,52.0,23.2,0.15
2024-08-29 00:52:24.100,8,2024,0,52.0,24.1,0.05
2024-08-29 00:52:25.000,8,2024,0,52.0,25.0,0.15
2024-08-29 00:52:25.900,8,2024,0,52.0,25.9,0.11
2024-08-29 00:52:26.800,8,2024,0,52.0,26.8,0.05
2024-08-29 00:52:27.900,8,2024,0,52.0,27.9,0.07
2024-08-29 00:52:28.600,8,2024,0,52.0,28.6,0.1
2024-08-29 00:52:29.500,8,2024,0,52.0,29.5,0.15
2024-08-29 00:52:30.500,8,2024,0,52.0,30.5,0.08
2024-08-29 00:52:31.600,8,2024,0,52.0,31.6,0.07
2024-08-29 00:52:32.300,8,2024,0,52.0,32.3,0.15
2024-08-29 00:52:33.200,8,2024,0,52.0,33.2,0.12
2024-08-29 00:52:34.100,8,2024,0,52.0,34.1,0.08
2024-08-29 00:52:35.000,8,2024,0,52.0,35.0,0.08
2024-08-29 00:52:35.900,8,2024,0,52.0,35.9,0.09
2024-08-29 00:52:36.800,8,2024,0,52.0,36.8,0.09
2024-08-29 00:52:37.700,8,2024,0,52.0,37.7,0.11
2024-08-29 00:52:38.700,8,2024,0,52.0,38.7,0.13
2024-08-29 00:52:39.600,8,2024,0,52.0,39.6,0.09
2024-08-29 00:52:40.500,8,2024,0,52.0,40.5,0.1
2024-08-29 00:52:41.400,8,2024,0,52.0,41.4,0.15
2024-08-29 00:52:42.300,8,2024,0,52.0,42.3,0.12
2024-08-29 00:52:43.200,8,2024,0,52.0,43.2,0.08
2024-08-29 00:52:44.100,8,2024,0,52.0,44.1,0.09
2024-08-29 00:52:45.000,8,2024,0,52.0,45.0,0.11
2024-08-29 00:52:46.200,8,2024,0,52.0,46.2,0.14
2024-08-29 00:52:46.900,8,2024,0,52.0,46.9,0.1
2024-08-29 00:52:47.800,8,2024,0,52.0,47.8,0.07
2024-08-29 00:52:48.700,8,2024,0,52.0,48.7,0.05
2024-08-29 00:52:49.600,8,2024,0,52.0,49.6,0.05
2024-08-29 00:52:50.500,8,2024,0,52.0,50.5,0.11
2024-08-29 00:52:51.400,8,2024,0,52.0,51.4,0.13
2024-08-29 00:52:52.400,8,2024,0,52.0,52.4,0.14
2024-08-29 00:52:53.200,8,2024,0,52.0,53.2,0.1
2024-08-29 00:52:54.400,8,2024,0,52.0,54.4,0.14
2024-08-29 00:52:55.300,8,2024,0,52.0,55.3,0.15
2024-08-29 00:52:56.000,8,2024,0,52.0,56.0,0.09
2024-08-29 00:52:56.900,8,2024,0,52.0,56.9,0.11
2024-08-29 00:52:57.900,8,2024,0,52.0,57.9,0.06
2024-08-29 00:52:58.700,8,2024,0,52.0,58.7,0.07
2024-08-29 00:52:59.600,8,2024,0,52.0,59.6,0.09
2024-08-29 00:53:00.500,8,2024,0,53.0,0.5,0.1
2024-08-29 00:53:01.400,8,2024,0,53.0,1.4,0.13
2024-08-29 00:53:02.300,8,2024,0,53.0,2.3,0.08
2024-08-29 00:53:03.300,8,2024,0,53.0,3.3,0.13
2024-08-29 00:53:04.200,8,2024,0,53.0,4.2,0.08
2024-08-29 00:53:05.100,8,2024,0,53.0,5.1,0.11
2024-08-29 00:53:06.000,8,2024,0,53.0,6.0,0.09
2024-08-29 00:53:06.900,8,2024,0,53.0,6.9,0.12
2024-08-29 00:53:07.800,8,2024,0,53.0,7.8,0.15
2024-08-29 00:53:08.800,8,2024,0,53.0,8.8,0.05
2024-08-29 00:53:09.600,8,2024,0,53.0,9.6,0.05
2024-08-29 00:53:10.600,8,2024,0,53.0,10.6,0.14
2024-08-29 00:53:11.500,8,2024,0,53.0,11.5,0.15
2024-08-29 00:53:12.400,8,2024,0,53.0,12.4,0.13
2024-08-29 00:53:13.300,8,2024,0,53.0,13.3,0.06
2024-08-29 00:53:14.200,8,2024,0,53.0,14.2,0.06
2024-08-29 00:53:15.100,8,2024,0,53.0,15.1,0.07
2024-08-29 00:53:16.000,8,2024,0,53.0,16.0,0.14
2024-08-29 00:53:16.900,8,2024,0,53.0,16.9,0.1
2024-08-29 00:53:18.100,8,2024,0,53.0,18.1,0.05
2024-08-29 00:53:18.800,8,2024,0,53.0,18.8,0.15
2024-08-29 00:53:19.700,8,2024,0,53.0,19.7,0.14
2024-08-29 00:53:20.600,8,2024,0,53.0,20.6,0.07
2024-08-29 00:53:21.500,8,2024,0,53.0,21.5,0.06
2024-08-29 00:53:22.400,8,2024,0,53.0,22.4,0.11
2024-08-29 00:53:23.300,8,2024,0,53.0,23.3,0.1
2024-08-29 00:53:24.200,8,2024,0,53.0,24.2,0.14
2024-08-29 00:53:25.100,8,2024,0,53.0,25.1,0.06
2024-08-29 00:53:26.100,8,2024,0,53.0,26.1,0.06
2024-08-29 00:53:27.000,8,2024,0,53.0,27.0,0.15
2024-08-29 00:53:27.900,8,2024,0,53.0,27.9,0.12
2024-08-29 00:53:28.800,8,2024,0,53.0,28.8,0.08
2024-08-29 00:53:29.700,8,2024,0,53.0,29.7,0.09
2024-08-29 00:53:30.600,8,2024,0,53.0,30.6,0.08
2024-08-29 00:53:31.500,8,2024,0,53.0,31.5,0.07
2024-08-29 00:53:32.400,8,2024,0,53.0,32.4,0.05
2024-08-29 00:53:33.300,8,2024,0,53.0,33.3,0.12
2024-08-29 00:53:34.300,8,2024,0,53.0,34.3,0.14
2024-08-29 00:53:35.200,8,2024,0,53.0,35.2,0.08
2024-08-29 00:53:36.100,8,2024,0,53.0,36.1,0.1
2024-08-29 00:53:37.000,8,2024,0,53.0,37.0,0.14
2024-08-29 00:53:37.900,8,2024,0,53.0,37.9,0.1
2024-08-29 00:53:38.800,8,2024,0,53.0,38.8,0.11
2024-08-29 00:53:39.700,8,2024,0,53.0,39.7,0.1
2024-08-29 00:53:40.700,8,2024,0,53.0,40.7,0.06
2024-08-29 00:53:41.600,8,2024,0,53.0,41.6,0.1
2024-08-29 00:53:42.400,8,2024,0,53.0,42.4,0.15
2024-08-29 00:53:43.400,8,2024,0,53.0,43.4,0.14
2024-08-29 00:53:44.300,8,2024,0,53.0,44.3,0.12
2024-08-29 00:53:45.200,8,2024,0,53.0,45.2,0.14
2024-08-29 00:53:46.100,8,2024,0,53.0,46.1,0.05
2024-08-29 00:53:47.000,8,2024,0,53.0,47.0,0.15
2024-08-29 00:53:47.900,8,2024,0,53.0,47.9,0.12
2024-08-29 00:53:48.800,8,2024,0,53.0,48.8,0.1
2024-08-29 00:53:49.800,8,2024,0,53.0,49.8,0.09
2024-08-29 00:53:50.600,8,2024,0,53.0,50.6,0.12
2024-08-29 00:53:51.600,8,2024,0,53.0,51.6,0.05
2024-08-29 00:53:52.500,8,2024,0,53.0,52.5,0.06
2024-08-29 00:53:53.400,8,2024,0,53.0,53.4,0.13
2024-08-29 00:53:54.500,8,2024,0,53.0,54.5,0.07
2024-08-29 00:53:55.200,8,2024,0,53.0,55.2,0.13
2024-08-29 00:53:56.200,8,2024,0,53.0,56.2,0.05
2024-08-29 00:53:57.000,8,2024,0,53.0,57.0,0.12
2024-08-29 00:53:57.900,8,2024,0,53.0,57.9,0.15
2024-08-29 00:53:59.000,8,2024,0,53.0,59.0,0.14
2024-08-29 00:53:59.800,8,2024,0,53.0,59.8,0.13
2024-08-29 00:54:00.700,8,2024,0,54.0,0.7,0.15
2024-08-29 00:54:01.600,8,2024,0,54.0,1.6,0.11
2024-08-29 00:54:02.500,8,2024,0,54.0,2.5,0.11
2024-08-29 00:54:03.400,8,2024,0,54.0,3.4,0.14
2024-08-29 00:54:04.300,8,2024,0,54.0,4.3,0.07
2024-08-29 00:54:05.200,8,2024,0,54.0,5.2,0.14
2024-08-29 00:54:06.200,8,2024,0,54.0,6.2,0.13
2024-08-29 00:54:07.100,8,2024,0,54.0,7.1,0.08
2024-08-29 00:54:08.000,8,2024,0,54.0,8.0,0.06
2024-08-29 00:54:08.900,8,2024,0,54.0,8.9,0.15
2024-08-29 00:54:09.800,8,2024,0,54.0,9.8,0.08
2024-08-29 00:54:10.700,8,2024,0,54.0,10.7,0.15
2024-08-29 00:54:11.600,8,2024,0,54.0,11.6,0.09
2024-08-29 00:54:12.500,8,2024,0,54.0,12.5,0.09
2024-08-29 00:54:13.400,8,2024,0,54.0,13.4,0.09
2024-08-29 00:54:14.300,8,2024,0,54.0,14.3,0.1
2024-08-29 00:54:15.300,8,2024,0,54.0,15.3,0.09
2024-08-29 00:54:16.200,8,2024,0,54.0,16.2,0.1
2024-08-29 00:54:17.100,8,2024,0,54.0,17.1,0.14
2024-08-29 00:54:18.000,8,2024,0,54.0,18.0,0.13
2024-08-29 00:54:18.900,8,2024,0,54.0,18.9,0.05
2024-08-29 00:54:19.800,8,2024,0,54.0,19.8,0.1
2024-08-29 00:54:20.700,8,2024,0,54.0,20.7,0.05
2024-08-29 00:54:21.600,8,2024,0,54.0,21.6,0.09
2024-08-29 00:54:22.600,8,2024,0,54.0,22.6,0.15
2024-08-29 00:54:23.500,8,2024,0,54.0,23.5,0.06
2024-08-29 00:54:24.400,8,2024,0,54.0,24.4,0.07
2024-08-29 00:54:25.300,8,2024,0,54.0,25.3,0.12
2024-08-29 00:54:26.200,8,2024,0,54.0,26.2,0.08
2024-08-29 00:54:27.100,8,2024,0,54.0,27.1,0.07
2024-08-29 00:54:28.000,8,2024,0,54.0,28.0,0.05
2024-08-29 00:54:28.900,8,2024,0,54.0,28.9,0.11
2024-08-29 00:54:29.900,8,2024,0,54.0,29.9,0.12
2024-08-29 00:54:30.800,8,2024,0,54.0,30.8,0.11
2024-08-29 00:54:31.700,8,2024,0,54.0,31.7,0.1
2024-08-29 00:54:32.600,8,2024,0,54.0,32.6,0.09
2024-08-29 00:54:33.500,8,2024,0,54.0,33.5,0.05
2024-08-29 00:54:34.400,8,2024,0,54.0,34.4,0.06
2024-08-29 00:54:35.300,8,2024,0,54.0,35.3,0.1
2024-08-29 00:54:36.200,8,2024,0,54.0,36.2,0.13
2024-08-29 00:54:37.200,8,2024,0,54.0,37.2,0.07
2024-08-29 00:54:38.100,8,2024,0,54.0,38.1,0.08
2024-08-29 00:54:39.000,8,2024,0,54.0,39.0,0.14
2024-08-29 00:54:39.900,8,2024,0,54.0,39.9,0.09
2024-08-29 00:54:40.800,8,2024,0,54.0,40.8,0.1
2024-08-29 00:54:41.700,8,2024,0,54.0,41.7,0.12
2024-08-29 00:54:42.600,8,2024,0,54.0,42.6,0.05
2024-08-29 00:54:43.600,8,2024,0,54.0,43.6,0.09
2024-08-29 00:54:44.400,8,2024,0,54.0,44.4,0.05
2024-08-29 00:54:45.400,8,2024,0,54.0,45.4,0.1
2024-08-29 00:54:46.200,8,2024,0,54.0,46.2,0.13
2024-08-29 00:54:47.200,8,2024,0,54.0,47.2,0.12
2024-08-29 00:54:48.100,8,2024,0,54.0,48.1,0.12
2024-08-29 00:54:49.000,8,2024,0,54.0,49.0,0.05
2024-08-29 00:54:49.900,8,2024,0,54.0,49.9,0.12
2024-08-29 00:54:50.800,8,2024,0,54.0,50.8,0.1
2024-08-29 00:54:51.700,8,2024,0,54.0,51.7,0.05
2024-08-29 00:54:52.600,8,2024,0,54.0,52.6,0.07
2024-08-29 00:54:53.500,8,2024,0,54.0,53.5,0.06
2024-08-29 00:54:54.500,8,2024,0,54.0,54.5,0.06
2024-08-29 00:54:55.400,8,2024,0,54.0,55.4,0.11
2024-08-29 00:54:56.300,8,2024,0,54.0,56.3,0.09
2024-08-29 00:54:57.200,8,2024,0,54.0,57.2,0.06
2024-08-29 00:54:58.100,8,2024,0,54.0,58.1,0.13
2024-08-29 00:54:59.000,8,2024,0,54.0,59.0,0.1
2024-08-29 00:55:00.100,8,2024,0,55.0,0.1,0.12
2024-08-29 00:55:00.800,8,2024,0,55.0,0.8,0.11
2024-08-29 00:55:01.800,8,2024,0,55.0,1.8,0.08
2024-08-29 00:55:02.700,8,2024,0,55.0,2.7,0.14
2024-08-29 00:55:03.600,8,2024,0,55.0,3.6,0.11
2024-08-29 00:55:04.500,8,2024,0,55.0,4.5,0.05
2024-08-29 00:55:05.400,8,2024,0,55.0,5.4,0.12
2024-08-29 00:55:06.300,8,2024,0,55.0,6.3,0.11
2024-08-29 00:55:07.400,8,2024,0,55.0,7.4,0.06
2024-08-29 00:55:08.100,8,2024,0,55.0,8.1,0.1
2024-08-29 00:55:09.000,8,2024,0,55.0,9.0,0.05
2024-08-29 00:55:09.900,8,2024,0,55.0,9.9,0.09
2024-08-29 00:55:10.900,8,2024,0,55.0,10.9,0.13
2024-08-29 00:55:11.800,8,2024,0,55.0,11.8,0.14
2024-08-29 00:55:12.700,8,2024,0,55.0,12.7,0.1
2024-08-29 00:55:13.600,8,2024,0,55.0,13.6,0.13
2024-08-29 00:55:15.400,8,2024,0,55.0,15.4,0.14
2024-08-29 00:55:16.300,8,2024,0,55.0,16.3,0.15
2024-08-29 00:55:17.200,8,2024,0,55.0,17.2,0.07
2024-08-29 00:55:18.200,8,2024,0,55.0,18.2,0.09
2024-08-29 00:55:19.300,8,2024,0,55.0,19.3,0.13
2024-08-29 00:55:20.000,8,2024,0,55.0,20.0,0.07
2024-08-29 00:55:20.900,8,2024,0,55.0,20.9,0.07
2024-08-29 00:55:21.800,8,2024,0,55.0,21.8,0.15
2024-08-29 00:55:22.700,8,2024,0,55.0,22.7,0.15
2024-08-29 00:55:23.600,8,2024,0,55.0,23.6,0.12
2024-08-29 00:55:24.500,8,2024,0,55.0,24.5,0.06
2024-08-29 00:55:25.400,8,2024,0,55.0,25.4,0.13
2024-08-29 00:55:26.400,8,2024,0,55.0,26.4,0.12
2024-08-29 00:55:27.300,8,2024,0,55.0,27.3,0.06
2024-08-29 00:55:28.200,8,2024,0,55.0,28.2,0.13
2024-08-29 00:55:29.100,8,2024,0,55.0,29.1,0.14
